"Notes"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"2014"	"2014"	6241	318857056	2.0
	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"2015"	"2015"	6692	321418820	2.1
	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"2016"	"2016"	6864	323127513	2.1
	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"2017"	"2017"	7668	325719178	2.4
	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"2018"	"2018"	8390	327167434	2.6
	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"2019"	"2019"	8952	328239523	2.7
	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	"2020 "	"2020"	362435	329484123	110.0
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"1999"	"1999"	549838	279040168	197.0
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2000"	"2000"	553091	281421906	196.5
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2001"	"2001"	553768	284968955	194.3
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2002"	"2002"	557271	287625193	193.7
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2003"	"2003"	556902	290107933	192.0
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2004"	"2004"	553888	292805298	189.2
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2005"	"2005"	559312	295516599	189.3
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2006"	"2006"	559888	298379912	187.6
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2007"	"2007"	562875	301231207	186.9
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2008"	"2008"	565469	304093966	186.0
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2009"	"2009"	567628	306771529	185.0
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2010"	"2010"	574743	308745538	186.2
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2011"	"2011"	576691	311591917	185.1
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2012"	"2012"	582623	313914040	185.6
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2013"	"2013"	584881	316128839	185.0
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2014"	"2014"	591700	318857056	185.6
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2015"	"2015"	595930	321418820	185.4
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2016"	"2016"	598038	323127513	185.1
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2017"	"2017"	599108	325719178	183.9
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2018"	"2018"	599274	327167434	183.2
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2019"	"2019"	599601	328239523	182.7
	"#Malignant neoplasms (C00-C97)"	"GR113-019"	"2020 "	"2020"	602350	329484123	182.8
	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"1999"	"1999"	7486	279040168	2.7
	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2000"	"2000"	7492	281421906	2.7
	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2001"	"2001"	7702	284968955	2.7
	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2002"	"2002"	7737	287625193	2.7
	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2003"	"2003"	7778	290107933	2.7
	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2004"	"2004"	7826	292805298	2.7
	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2005"	"2005"	7773	295516599	2.6
	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2006"	"2006"	7720	298379912	2.6
	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2007"	"2007"	8067	301231207	2.7
	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2008"	"2008"	8019	304093966	2.6
	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2009"	"2009"	7922	306771529	2.6
	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2010"	"2010"	8474	308745538	2.7
	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2011"	"2011"	8657	311591917	2.8
	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2012"	"2012"	8924	313914040	2.8
	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2013"	"2013"	8850	316128839	2.8
	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2014"	"2014"	9405	318857056	2.9
	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2015"	"2015"	9754	321418820	3.0
	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2016"	"2016"	10170	323127513	3.1
	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2017"	"2017"	10126	325719178	3.1
	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2018"	"2018"	10158	327167434	3.1
	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2019"	"2019"	10492	328239523	3.2
	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	"2020 "	"2020"	10835	329484123	3.3
	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"1999"	"1999"	11918	279040168	4.3
	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2000"	"2000"	12232	281421906	4.3
	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2001"	"2001"	12530	284968955	4.4
	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2002"	"2002"	12701	287625193	4.4
	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2003"	"2003"	12860	290107933	4.4
	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2004"	"2004"	13023	292805298	4.4
	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2005"	"2005"	13499	295516599	4.6
	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2006"	"2006"	13686	298379912	4.6
	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2007"	"2007"	13592	301231207	4.5
	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2008"	"2008"	13714	304093966	4.5
	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2009"	"2009"	13908	306771529	4.5
	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2010"	"2010"	14490	308745538	4.7
	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2011"	"2011"	14446	311591917	4.6
	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2012"	"2012"	14649	313914040	4.7
	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2013"	"2013"	14690	316128839	4.6
	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2014"	"2014"	14935	318857056	4.7
	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2015"	"2015"	15212	321418820	4.7
	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2016"	"2016"	15459	323127513	4.8
	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2017"	"2017"	15321	325719178	4.7
	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2018"	"2018"	15419	327167434	4.7
	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2019"	"2019"	15962	328239523	4.9
	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	"2020 "	"2020"	15673	329484123	4.8
	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"1999"	"1999"	12711	279040168	4.6
	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2000"	"2000"	12645	281421906	4.5
	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2001"	"2001"	12319	284968955	4.3
	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2002"	"2002"	12198	287625193	4.2
	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2003"	"2003"	12110	290107933	4.2
	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2004"	"2004"	11859	292805298	4.1
	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2005"	"2005"	11514	295516599	3.9
	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2006"	"2006"	11345	298379912	3.8
	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2007"	"2007"	11388	301231207	3.8
	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2008"	"2008"	11352	304093966	3.7
	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2009"	"2009"	11185	306771529	3.6
	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2010"	"2010"	11390	308745538	3.7
	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2011"	"2011"	11036	311591917	3.5
	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2012"	"2012"	11191	313914040	3.6
	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2013"	"2013"	11261	316128839	3.6
	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2014"	"2014"	11311	318857056	3.5
	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2015"	"2015"	11331	321418820	3.5
	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2016"	"2016"	11433	323127513	3.5
	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2017"	"2017"	11158	325719178	3.4
	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2018"	"2018"	11043	327167434	3.4
	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2019"	"2019"	11092	328239523	3.4
	"Malignant neoplasm of stomach (C16)"	"GR113-022"	"2020 "	"2020"	11233	329484123	3.4
	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"1999"	"1999"	57155	279040168	20.5
	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2000"	"2000"	57477	281421906	20.4
	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2001"	"2001"	56887	284968955	20.0
	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2002"	"2002"	56741	287625193	19.7
	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2003"	"2003"	55958	290107933	19.3
	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2004"	"2004"	53772	292805298	18.4
	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2005"	"2005"	53252	295516599	18.0
	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2006"	"2006"	53549	298379912	17.9
	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2007"	"2007"	53586	301231207	17.8
	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2008"	"2008"	53321	304093966	17.5
	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2009"	"2009"	52394	306771529	17.1
	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2010"	"2010"	52622	308745538	17.0
	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2011"	"2011"	52287	311591917	16.8
	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2012"	"2012"	52028	313914040	16.6
	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2013"	"2013"	52252	316128839	16.5
	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2014"	"2014"	52234	318857056	16.4
	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2015"	"2015"	53176	321418820	16.5
	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2016"	"2016"	53145	323127513	16.4
	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2017"	"2017"	53447	325719178	16.4
	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2018"	"2018"	53094	327167434	16.2
	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2019"	"2019"	52986	328239523	16.1
	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	"2020 "	"2020"	53095	329484123	16.1
	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"1999"	"1999"	12382	279040168	4.4
	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2000"	"2000"	12916	281421906	4.6
	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2001"	"2001"	13351	284968955	4.7
	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2002"	"2002"	14047	287625193	4.9
	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2003"	"2003"	14706	290107933	5.1
	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2004"	"2004"	15321	292805298	5.2
	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2005"	"2005"	16076	295516599	5.4
	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2006"	"2006"	16525	298379912	5.5
	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2007"	"2007"	17146	301231207	5.7
	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2008"	"2008"	18213	304093966	6.0
	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2009"	"2009"	19352	306771529	6.3
	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2010"	"2010"	20305	308745538	6.6
	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2011"	"2011"	21608	311591917	6.9
	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2012"	"2012"	22973	313914040	7.3
	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2013"	"2013"	24032	316128839	7.6
	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2014"	"2014"	24698	318857056	7.7
	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2015"	"2015"	25761	321418820	8.0
	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2016"	"2016"	26569	323127513	8.2
	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2017"	"2017"	27106	325719178	8.3
	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2018"	"2018"	27686	327167434	8.5
	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2019"	"2019"	27959	328239523	8.5
	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	"2020 "	"2020"	28227	329484123	8.6
	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"1999"	"1999"	29082	279040168	10.4
	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2000"	"2000"	29332	281421906	10.4
	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2001"	"2001"	29803	284968955	10.5
	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2002"	"2002"	30264	287625193	10.5
	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2003"	"2003"	30777	290107933	10.6
	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2004"	"2004"	31772	292805298	10.9
	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2005"	"2005"	32760	295516599	11.1
	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2006"	"2006"	33454	298379912	11.2
	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2007"	"2007"	34117	301231207	11.3
	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2008"	"2008"	35236	304093966	11.6
	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2009"	"2009"	35628	306771529	11.6
	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2010"	"2010"	36888	308745538	11.9
	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2011"	"2011"	37344	311591917	12.0
	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2012"	"2012"	38797	313914040	12.4
	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2013"	"2013"	38996	316128839	12.3
	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2014"	"2014"	40419	318857056	12.7
	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2015"	"2015"	41615	321418820	12.9
	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2016"	"2016"	42757	323127513	13.2
	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2017"	"2017"	44012	325719178	13.5
	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2018"	"2018"	44915	327167434	13.7
	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2019"	"2019"	45886	328239523	14.0
	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	"2020 "	"2020"	46774	329484123	14.2
	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"1999"	"1999"	3815	279040168	1.4
	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2000"	"2000"	3861	281421906	1.4
	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2001"	"2001"	3797	284968955	1.3
	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2002"	"2002"	3723	287625193	1.3
	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2003"	"2003"	3792	290107933	1.3
	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2004"	"2004"	3668	292805298	1.3
	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2005"	"2005"	3797	295516599	1.3
	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2006"	"2006"	3821	298379912	1.3
	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2007"	"2007"	3634	301231207	1.2
	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2008"	"2008"	3760	304093966	1.2
	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2009"	"2009"	3631	306771529	1.2
	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2010"	"2010"	3691	308745538	1.2
	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2011"	"2011"	3732	311591917	1.2
	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2012"	"2012"	3662	313914040	1.2
	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2013"	"2013"	3729	316128839	1.2
	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2014"	"2014"	3757	318857056	1.2
	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2015"	"2015"	3763	321418820	1.2
	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2016"	"2016"	3868	323127513	1.2
	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2017"	"2017"	3708	325719178	1.1
	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2018"	"2018"	3777	327167434	1.2
	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2019"	"2019"	3811	328239523	1.2
	"Malignant neoplasm of larynx (C32)"	"GR113-026"	"2020 "	"2020"	3806	329484123	1.2
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"1999"	"1999"	152156	279040168	54.5
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2000"	"2000"	155521	281421906	55.3
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2001"	"2001"	156058	284968955	54.8
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2002"	"2002"	157713	287625193	54.8
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2003"	"2003"	158086	290107933	54.5
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2004"	"2004"	158091	292805298	54.0
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2005"	"2005"	159292	295516599	53.9
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2006"	"2006"	158664	298379912	53.2
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2007"	"2007"	158760	301231207	52.7
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2008"	"2008"	158656	304093966	52.2
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2009"	"2009"	158158	306771529	51.6
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2010"	"2010"	158318	308745538	51.3
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2011"	"2011"	157017	311591917	50.4
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2012"	"2012"	157499	313914040	50.2
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2013"	"2013"	156252	316128839	49.4
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2014"	"2014"	155611	318857056	48.8
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2015"	"2015"	153819	321418820	47.9
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2016"	"2016"	148945	323127513	46.1
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2017"	"2017"	145932	325719178	44.8
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2018"	"2018"	142161	327167434	43.5
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2019"	"2019"	139682	328239523	42.6
	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	"2020 "	"2020"	136166	329484123	41.3
	"Malignant melanoma of skin (C43)"	"GR113-028"	"1999"	"1999"	7215	279040168	2.6
	"Malignant melanoma of skin (C43)"	"GR113-028"	"2000"	"2000"	7420	281421906	2.6
	"Malignant melanoma of skin (C43)"	"GR113-028"	"2001"	"2001"	7542	284968955	2.6
	"Malignant melanoma of skin (C43)"	"GR113-028"	"2002"	"2002"	7514	287625193	2.6
	"Malignant melanoma of skin (C43)"	"GR113-028"	"2003"	"2003"	7818	290107933	2.7
	"Malignant melanoma of skin (C43)"	"GR113-028"	"2004"	"2004"	7952	292805298	2.7
	"Malignant melanoma of skin (C43)"	"GR113-028"	"2005"	"2005"	8345	295516599	2.8
	"Malignant melanoma of skin (C43)"	"GR113-028"	"2006"	"2006"	8441	298379912	2.8
	"Malignant melanoma of skin (C43)"	"GR113-028"	"2007"	"2007"	8461	301231207	2.8
	"Malignant melanoma of skin (C43)"	"GR113-028"	"2008"	"2008"	8623	304093966	2.8
	"Malignant melanoma of skin (C43)"	"GR113-028"	"2009"	"2009"	9199	306771529	3.0
	"Malignant melanoma of skin (C43)"	"GR113-028"	"2010"	"2010"	9154	308745538	3.0
	"Malignant melanoma of skin (C43)"	"GR113-028"	"2011"	"2011"	9128	311591917	2.9
	"Malignant melanoma of skin (C43)"	"GR113-028"	"2012"	"2012"	9251	313914040	2.9
